textID,original,sentiment,prefix,completion,combined,cosine_sim
3ff2b333c3," I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",positive,"<sentiment: positive>I can only imagine, but I know I love hearing about your novel!   ", It`s so cool that you`re doing this.  Good luck!,"<sentiment: positive>I can only imagine, but I know I love hearing about your novel!    It`s so cool that you`re doing this.  Good luck!",0.2296350598335266
ec9c43fbb3,Gonna try to get a couple hours of sleep. Love going to bed at 9 am. Later Twitter,positive,<sentiment: positive>Gonna try to get a couple hours of sleep., Goodnight everyone!  Have a great day!,<sentiment: positive>Gonna try to get a couple hours of sleep. Goodnight everyone!  Have a great day!,0.39350026845932007
99fdaff40d,http://twitpic.com/4wi9p - playing with ethan. i love you baby,positive,<sentiment: positive>http://twitpic.com/4wi9,t - I love my new background!  Thanks!,<sentiment: positive>http://twitpic.com/4wi9t - I love my new background!  Thanks!,0.2645280361175537
0c524f5e69, how come? i want pizza,neutral,<sentiment: neutral>how come?, what`s wrong?,<sentiment: neutral>how come? what`s wrong?,0.18726903200149536
1783b5eb60,Geez I`m hating bein at work till 10 on a day like this I feel like its a wasted lovley day,negative,<sentiment: negative>Geez I`m hating bein at work till , 8:30.  I wanna go home and sleep.,<sentiment: negative>Geez I`m hating bein at work till  8:30.  I wanna go home and sleep.,0.14967754483222961
932227184c,"At every gas station, I look for postcards for   No luck.",negative,"<sentiment: negative>At every gas station, I look", at the prices and want to cry.,"<sentiment: negative>At every gas station, I look at the prices and want to cry.",0.26667630672454834
00f377c634,ya i walked into the wall thats why i have a plaster on my neck,neutral,<sentiment: neutral>ya i walked into the wall thats, why i have a huge bruise,<sentiment: neutral>ya i walked into the wall thats why i have a huge bruise,0.03491085767745972
b99ba239de,  Hey everyone! I just mixed the first single....!  'Why R U' ...I`m sooo excited!,positive,<sentiment: positive>Hey everyone! I just mixed the first single....! , It`s called 'I`m Not Over You',<sentiment: positive>Hey everyone! I just mixed the first single....!  It`s called 'I`m Not Over You',0.18603640794754028
1f9663bb46,Guys will go see Constance 	 logically,neutral,<sentiment: neutral>Guys will go, to the movies today,<sentiment: neutral>Guys will go to the movies today,0.19621635973453522
23d8ccab77,did not sleep a wink last night  X,neutral,<sentiment: neutral>did not sleep a, wink last night.,<sentiment: neutral>did not sleep a wink last night.,0.3066801428794861
f59bbec4a3, // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg,neutral,<sentiment: neutral>// i feel your pain. i once lived in an apt for 6 mos where, the toilet was so clogged it wouldnt flush.  i miss my toilet.,<sentiment: neutral>// i feel your pain. i once lived in an apt for 6 mos where the toilet was so clogged it wouldnt flush.  i miss my toilet.,0.2692146599292755
a37b6c27a2,ahh! big scary bug flying around my room!!!!!,negative,<sentiment: negative>ahh! big scary, dr. today.  bah,<sentiment: negative>ahh! big scary dr. today.  bah,0.16797387599945068
1d06a9cc02,"oh yes, the Cavs win game5, now onto game6. it`s still danger, they HAVE to win this one either, it`s no shot for the championship",neutral,"<sentiment: neutral>oh yes, the Cavs win game5, now onto game6. it`s still", going to be a tough one. I`m so nervous. I`m so excited,"<sentiment: neutral>oh yes, the Cavs win game5, now onto game6. it`s still going to be a tough one. I`m so nervous. I`m so excited",0.18908177316188812
e124c79abd, Happy Anoop Day to you too Monica,positive,<sentiment: positive>Happy Anoop Day, to all my Anoop fans,<sentiment: positive>Happy Anoop Day to all my Anoop fans,0.5737925171852112
5a5d7e4d2f,"Just tried an energy drink to report back for you guys, and im sweating and have the worst cramps. I want to lie down",negative,"<sentiment: negative>Just tried an energy drink to report back for you guys, and", it made me feel like I was going to throw up. Not good,"<sentiment: negative>Just tried an energy drink to report back for you guys, and it made me feel like I was going to throw up. Not good",0.30407774448394775
bd3b5dbd9a,Happy Mothers May to my Mak   Love you always! XOXO.,positive,<sentiment: positive>Happy Mothers May to my Mak  ,in` me a mommy!,<sentiment: positive>Happy Mothers May to my Mak  in` me a mommy!,0.4430708885192871
12e0187cb9, i found out that there`s sushi with fake crab meat and it`s not good for you,negative,<sentiment: negative>i found out that there`s sushi with fake, fish in it. i`m so grossed,<sentiment: negative>i found out that there`s sushi with fake fish in it. i`m so grossed,0.2776079773902893
ea032bbaaf,is thinking about a career change,neutral,<sentiment: neutral>is thinking about, going to the movies,<sentiment: neutral>is thinking about going to the movies,0.09556533396244049
e42d0e6e9d," meh, i feel fine now, it was crazy 10 minute sickness session, but now i`m hungry again",negative,"<sentiment: negative>meh, i feel fine now, it was crazy "," when i woke up, i was so sick to my stomach","<sentiment: negative>meh, i feel fine now, it was crazy  when i woke up, i was so sick to my stomach",0.3426957130432129
946573f031, what sun?,neutral,<sentiment: neutral>what, happened?,<sentiment: neutral>what happened?,0.12558670341968536
2d5051cce9,   Well....hopefully someday soon you can get one!,positive,<sentiment: positive>Well....hopefully someday soon, we`ll find out!,<sentiment: positive>Well....hopefully someday soon we`ll find out!,0.14448091387748718
16fb14a0f7,Under sooooo much stress lately,negative,<sentiment: negative>Under sooooo, much pressure right now,<sentiment: negative>Under sooooo much pressure right now,0.24983066320419312
8b5e410207, me too. ****.,negative,<sentiment: negative>me too,   sorry,<sentiment: negative>me too   sorry,0.25519609451293945
eaeee872b9," Tuned to listen, but had a 1:30 meeting. Now know that my high school/college French doesn`t cut it anymore.",neutral,"<sentiment: neutral>Tuned to listen, but had a 1:30 meeting.",   I`ll listen to it later.  #asot400,"<sentiment: neutral>Tuned to listen, but had a 1:30 meeting.   I`ll listen to it later.  #asot400",0.2043013572692871
e8d8465eab,"Do you have a chronic illness blog? Let me know, I`ll post your link on my own  www.ptsici.blogspot.com",neutral,"<sentiment: neutral>Do you have a chronic illness blog? Let me know, I`",ll add it to my blogroll. I`m always looking for new blogs,"<sentiment: neutral>Do you have a chronic illness blog? Let me know, I`ll add it to my blogroll. I`m always looking for new blogs",0.5081108808517456
1a857a38fb,Weekend is getting close. Too bad I`ll be stuck up north  Hopefully I`ll be able to get out next weekend for some real life fun.,positive,<sentiment: positive>Weekend is getting close. Too bad I`ll be stuck up north , in the mountains.  I`ll be in the mountains all weekend.,<sentiment: positive>Weekend is getting close. Too bad I`ll be stuck up north  in the mountains.  I`ll be in the mountains all weekend.,0.4075542092323303
25694a4e38,JT should just be a regular on SNL,neutral,<sentiment: neutral>JT should just be, on the next BGT,<sentiment: neutral>JT should just be on the next BGT,0.11337266862392426
a4b3b95e89, #twappy http://bit.ly/D9qVk,neutral,<sentiment: neutral>#twappy http://,twitpic.com/4wke,<sentiment: neutral>#twappy http://twitpic.com/4wke,0.3860100209712982
2e57d38abb, It`s never too late - they just need to buck their ideas up and stop being such a bunch of stuffy old reactionaries!,negative,<sentiment: negative>It`s never too late - they just need to buck their ideas, up and get on with it. I`m gutted for them,<sentiment: negative>It`s never too late - they just need to buck their ideas up and get on with it. I`m gutted for them,0.265730619430542
d6b053947f,not at all happy...dont know what the reason is,negative,<sentiment: negative>not at all happy..., my life is in shatters,<sentiment: negative>not at all happy... my life is in shatters,0.05620131641626358
7db93d25c6,"_fan76 ROFL!  THAT`S my problem, only two hands",negative,<sentiment: negative>_fan76 ROFL!  THAT, IS SO TRUE!  I miss you,<sentiment: negative>_fan76 ROFL!  THAT IS SO TRUE!  I miss you,0.17163941264152527
94977637ab,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",negative,"<sentiment: negative>no transport for church  wont be making it, im crushed. Oh"," well, i guess i can watch a movie or something. boooooo","<sentiment: negative>no transport for church  wont be making it, im crushed. Oh well, i guess i can watch a movie or something. boooooo",0.0935371145606041
a028e284db," What timeeee? My mom says I have to do something daw tomorrow, eh. But we`re never compelte!",neutral,<sentiment: neutral>What timeeee? My mom says I have to do something d, whole day today so I can`t go out  I want to though,<sentiment: neutral>What timeeee? My mom says I have to do something d whole day today so I can`t go out  I want to though,0.3189866244792938
513358abe6, I`ve been sat sunbathing in the bombed out church all day and left and missed you,negative,<sentiment: negative>I`ve been sat sunbathing in the, garden for 2 hours and I`m burnt,<sentiment: negative>I`ve been sat sunbathing in the garden for 2 hours and I`m burnt,0.18431410193443298
d2dbf84fe0,I know exactly where i should be,neutral,<sentiment: neutral>I know exactly, what you mean,<sentiment: neutral>I know exactly what you mean,0.18974696099758148
9d8efb8db9," I`ve made a game for you, Stephen- http://tinyurl.com/ctw4ld - well, actually it`s for us, not you",neutral,"<sentiment: neutral>I`ve made a game for you, Stephen- http://tinyurl.com",/cf2t5q  I`m not sure if you`ll like it,"<sentiment: neutral>I`ve made a game for you, Stephen- http://tinyurl.com/cf2t5q  I`m not sure if you`ll like it",0.25521692633628845
88040d7737, thanks to follow. have a nice rest,positive,<sentiment: positive>thanks to follow.,   #followfriday,<sentiment: positive>thanks to follow.   #followfriday,0.32941168546676636
db4bb26337, Sensation Ocean of White Portugal: absolutely amazing  Adoreiii!,positive,<sentiment: positive>Sensation Ocean of White Portugal:, the best concert I`ve ever attended,<sentiment: positive>Sensation Ocean of White Portugal: the best concert I`ve ever attended,0.13658620417118073
9e2748c5e4," yeah i got ur text! well ive only been on summer break for a week, and so far its been boring... all i do is watch tennis matches",negative,<sentiment: negative>yeah i got ur text! well ive only been on summer break for a, week and i already hate it. i miss my friends and my school.,<sentiment: negative>yeah i got ur text! well ive only been on summer break for a week and i already hate it. i miss my friends and my school.,0.23304495215415955
060acf7042,I`ve been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,neutral,<sentiment: neutral>I`ve been nudged!!! not much going on lately , but I`m sure something will turn up  xoxo,<sentiment: neutral>I`ve been nudged!!! not much going on lately  but I`m sure something will turn up  xoxo,0.229855015873909
5ad2c5e27b,i just saw a bird slowly die right next to me,negative,<sentiment: negative>i just saw a bird, die on the sidewalk.,<sentiment: negative>i just saw a bird die on the sidewalk.,0.13741979002952576
6a5af5f4c5, hahahaha where is that train? I want on! That should be a wild ride,positive,<sentiment: positive>hahahaha where is that train? I, hope it`s not the one that goes to work,<sentiment: positive>hahahaha where is that train? I hope it`s not the one that goes to work,0.12886877357959747
6fe391edf6,Love the family feud episode with the kardashians tonight,positive,<sentiment: positive>Love the family feud episode, with the twitter questions!,<sentiment: positive>Love the family feud episode with the twitter questions!,0.18694981932640076
74e36c1c25,I`m coming up with a new plan with my bestie. Oh this one is gonna be great.,positive,<sentiment: positive>I`m coming up with a new plan with my, bestie.  I`m so excited!,<sentiment: positive>I`m coming up with a new plan with my bestie.  I`m so excited!,0.23854351043701172
