text,sentiment
"Unfortunately, given that UConn has won every game this season by double digits, I don't hold out much hope for that. ",negative
The winter is back !! and I hate it ,negative
auuwwwww my mouth is hurting ,negative
just had a mam as talk wif dad bout...shit. :@ still underhouse arrest. BASICALLY: ALL MY TRUST=GONE ,negative
My throat feels like I swallowed a hot coal. ,negative
"yeah, I wasn't expecting that at all  I doubt that's the last we'll hear of it though",negative
Why do my Sprint phones always encounter problems like this around the 6 - 7 month mark??? I'm locked into a 50 yr contract at this point ,negative
"i'm guessing that was to me, cause these chairs be a pain, but i have no spare powerpoints in my room ",negative
"Damn, all my joints are sore at the moment. Either I'm feeling the effects of my PT session, or I'm getting sick, or both. ",negative
There is pollen all over my car but it does NOT feel like spring. ,negative
Ewwww  just woke up and now I'm about to start tonights hw...... please someone save me??! Hehe,negative
is sick and cannot go to work   Will see everyone tomorrow,negative
libtorrent.... why can't you just work and be nice and small at the same time? ,negative
i could not update at all yesterday ,negative
"fighting a bad swollen, painful throat and headache. ",negative
No ps cast agauin???  ,negative
"It tastes so bad, I just can't do it ",negative
that long! things are never simple! I wanted to pierce my tongue over this holiday but couldnt because of the healing time! ,negative
haha i already did  im such a bad student.,negative
I woke up to a headache... ,negative
"I wish I had time to figure out why my retweet button isn't working.  Maybe it'll fix itself by the time I'm done with my meeting, lol.",negative
"facebook is being a 'tard -.-'' I can't get a hold of my cousin and don't want to go out alone, 'cause that's no fun ",negative
watchin channel AKA and doin horrible work ,negative
is poorly sick  Wishes she had lots of people giving her sympathy &amp; flowers,negative
I'm so sorry Steph.   Praying for Ryker's family this morning. So very sad.,negative
"Kept waking up, had the weirdest dream, and sick ",negative
i hve a billion papers all over my desk. and 5 half empty cans of diet dr pepper.  come clean mine too?,negative
I have way too many applications running - feeling very sorry for my poor Mac ,negative
My blog is slow ,negative
"Book Club tonight! Please come, I feel like a loser when no one shows. ",negative
Why isn't twhirl (and/or twitter) making my url's tiny? ,negative
my back hurts  ugh.,negative
NOOOO it's cold this morning ,negative
it's so hot outside. Ice cream time! What's the catch? the bees are annoying ,negative
"my favourite patient died today, what a downer ",negative
"stayed home from school again, i ache ",negative
"Damn it, my hand and leg still hurt from that stupid accident last Saturday. ",negative
noooooooooooooo! ,negative
Easter bunny didn't come to my work ,negative
I jus noticed you wrote to me yesterday  sorry naaaattttyyy what uppp,negative
Is confuseddddddddd! Help ,negative
I'm freezing.  ,negative
er...!? What hav i done now!? ,negative
"How an earth can you be in fab mood when its raining? it started raining when i was on the bus, now my feet are all wet!!! ",negative
drunk tweeting?  hahaha I am sick and drinking was out of the question last night ,negative
"Im about to see that 60lb girl in my class. She even runs b4 class, makes me feel disgusting ",negative
"hope the rain misses you, as it's pretty miserable here just now ",negative
been too many meetings since 12:30  AAHH!,negative
He dead on House ,negative
doesnt want to wait all the way until 4pm tomorrow to listen to hamish and andy!! ,negative
we owe like $350 dollars to the IRS   Fair tax anyone?  http://www.fairtax.org/site/PageServer?pagename=about_main,negative
My throat is worse this morning than it was last night. I thought I was past this ,negative
not appreciating the rain outside ,negative
"last night, there was no wawa ",negative
http://twitpic.com/2yd1o - this one isn't anywhere near as comfy ,negative
I still dearly miss the symfony dev environment when working with zend framework ,negative
Stressing over the methodolgy section of the m-learning report ,negative
"Just dropped Alek off, didn't work out (mother nature) ughh ",negative
I take it your current ex would not have passed the test ,negative
Ughhh sitting in the library for 4 hours again ,negative
"Almost, but not quite. Uncanniness and rampant Luddism might put paid to Replicants before they're even built ",negative
"Haven't twittered for days! Cat was sick and to the vet, now my four year old is sick with a bronchial infection and fever ",negative
i didn't even hear of it until i saw the story last night of her being found.i havent been doing news tho.sad story ,negative
"slowly loosing the will to live....had enough of emergent literacy, NLS, systematic phonics and government strategies, brain dead ",negative
Is searching the job boards for new and exciting opportunities and turning up nothing ,negative
got to go to...... sux i cant text there  i cant text from 9am-2.30pm ill text people later today. may not do blogtv for a while not sure,negative
"My throat is killing me, and while I got a decent night's sleep last night, I still feel like I'm about to fall over.  ",negative
"I'm so slow today  I need to finish this, but there is too many distractions!!! FOCUS, FOCUS!",negative
The world is gray. I am depressed ,negative
i really need to stop surfing the web when i have stuff in the oven...    poor biscuits,negative
"Camera should be here today.  I think I'm going to cry though, cause it won't stop the lonely I feel. ",negative
Oh no... I haven't watched any of the current season yet because I was afraid it would start to suck ,negative
i am kind of bummed...did not make my numbers for the first time. ,negative
i think i'm getting sick again. poop. ,negative
it does  + no trophy whoring = sad Ulti,negative
wow. insane shooting in altoona. its turning so awful  ,negative
feeling sorry for the emasculation of poor Bun Bun who's losing his Ball Balls tomorrow ,negative
noo... It's rainy!! ,negative
"WOULD have rocked the forecast, until one last batch of precip snowed out 0.01&quot; in the first hour.  I just can't make up my points   FML",negative
AAAAARGH! my ups SUCKS!!! my 6month old bookworm deluxe game got destroyed! and i was happily making a 9 letter 20k+ points word ,negative
still feels woozy from giving blood yesterday. ,negative
guesses that none of her buds have ever (or ever care to) build an app for Facebook... ,negative
He is dead on House ,negative
No new House episode after all... boo to stoopid slow torrent ,negative
It shouldn't take this long to get to fecking Heathrow. Left home at 1330 ,negative
"being bored, recovering from being ill ",negative
"when I read freezing, I think of -2 degrees. Its april here, and it wont stop snowing... ",negative
It occured to me that I think my biggest problem is I don't have any kind of reliable support system.  Insert suicidal thoughts ,negative
sorry to hear that.   it will be um unsore and shit soon...or stuff.,negative
Get's worse if you live temporarily in the US and have European issued Visa card. Can't buy ANYTHING online then. Been there ,negative
"Throat sore, nose runny... just in time for a trip abroad- typical ",negative
Feel like my head is gunna explode ,negative
Forgot to bring socks to the gym. I bet I get blisters! ,negative
I foolishly chose 'cad' over 'scoundrel' and am now on a list of computer design geekery. ,negative
@ninaneverknew: I knooow.  but tsk. im so feeling the urge to move out! Huhu. ,negative
i don't think it's gonna be a good day ,negative
"oh Tittch, sorry you didn't get to say goodbye  *hugs*",negative
Wheres my $900 Im a poor uni student too ,negative
i don't know what TWSS means ,negative
"no, can't like this - not doing so good ",negative
i wish i could afford to get my wisdom teeth out..they are killing me this week. ,negative
says over 200 na ang dead sa italy  http://plurk.com/p/n241v,negative
"Bummer, says page doesn't exist ",negative
Karelman: thinking in Italy. So sorry  http://tinyurl.com/cequbc,negative
I've got no fucking clue lmao! Wher are you I wanted to sit with you  comeeeeee here!!!,negative
8.30 pm still at Musica. *sigh... ,negative
